Item ID,Item Name,Item Amount,Your Sell Price,Buy Price,Sell Price
24561,Superior Sigil of Rage,2,494,412,581
76290,Recipe: Svaard's Wristguards,2,6587,711,5999
96760,Spindrift Hammer,8,3863,2546,3853
97112,Spindrift Sword,7,5195,2777,5096
28262,Éibhear Dunn,1,3485,1738,3494
95710,Saltspray Dagger,23,3961,2530,4042
24644,Major Sigil of Centaur Slaying,1,452,154,483
24718,Minor Rune of Speed,1,308,24,324
70772,Recipe: Svaard's Masque,2,3191,24,3191
714,Nika's Gloves,40,13554,9141,15895
96113,Saltspray Hammer,13,3236,1641,2999
27338,Dhuumseal,7,5569,2425,4698
27338,Dhuumseal,12,5448,2425,4698
27338,Dhuumseal,7,5566,2425,4698
70772,Recipe: Svaard's Masque,1,3189,24,3191
75915,Recipe: Svaard's Visor,5,3207,32,3990
100868,Viper's Abomination Focus,5,10344,4058,10031
24617,Major Sigil of Accuracy,1,870,873,1113
96668,Leopard Fang,33,5663,3101,4998
2387,Zhed's Mask,30,9889,6070,9993
96284,Saltspray Sword,11,4492,3175,4502
66637,Piece of Ambrite,167,238,221,238
24291,Vial of Thin Blood,250,48,33,50
96179,Spindrift Rifle,5,3691,2181,3491
27485,Deathwish,2,4963,2345,4099
27485,Deathwish,8,4970,2345,4099
79638,Jailbroken,2,7797,4042,7741
48884,Pristine Toxic Spore Sample,139,734,815,839
96284,Saltspray Sword,12,4490,3175,4502
12335,Rosemary Sprig,791,100,92,98
24664,Superior Sigil of Demon Slaying,17,3036,2639,3451
9372,Large Moldy Bag,2,165,96,170
24286,Scale,250,695,573,737
97270,Saltspray Axe,2,4237,2532,4347
24363,Engraved Totem,250,554,464,568
24345,Heavy Bone,250,967,729,749
100584,Viper's Abomination Hammer,6,5781,3363,5582
19663,Bottle of Elonian Wine,31,3132,2509,3141
19712,Ancient Wood Plank,194,495,433,550
24279,Small Venom Sac,250,29,16,30
24293,Vial of Thick Blood,250,540,452,565
24578,Superior Sigil of Corruption,17,534,395,539
72315,Maguuma Burl,78,1266,1145,1146
24348,Claw,250,505,406,506
71069,Piece of Mother-of-Pearl,22,3971,2872,3672
24273,Pile of Shimmering Dust,500,300,249,269
27338,Dhuumseal,3,5295,2425,4698
66522,Prickly Pear,25,620,506,548
24280,Venom Sac,250,496,386,494
24281,Full Venom Sac,500,535,451,576
24344,Bone,250,953,813,981
24287,Smooth Scale,250,542,459,583
27020,Adam,2,5680,2148,4962
24360,Slab of Poultry Meat,13,3479,3022,3218
44962,King's Remembrance,1,5680,5458,7556
24349,Sharp Claw,250,558,458,574
73586,Recipe: Svaard's Guise,1,3478,495,2407
24298,Totem,250,489,401,494
24274,Pile of Radiant Dust,500,991,930,991
24324,Destroyer Core,42,2520,2004,2292
9591,20 Slot Orichalcum Box,3,127782,100369,126999
104761,Lightborne Spear,1,289896,221252,313130
44976,Impaler,3,10385,6610,10089
2539,Zhed's Leggings,3,15592,10015,17303
44969,Lord Taeres's Shadow,5,49498,35376,49999
100476,Viper's Abomination Dagger,3,69920,51303,71498
9574,20 Slot Invisible Bag,2,134911,110000,135958
576,Zhed's Boots,8,19591,13491,19999
97284,Jade Bot Core: Tier 3,2,83600,55131,79999
70772,Recipe: Svaard's Masque,1,2999,24,3191
9591,20 Slot Orichalcum Box,7,128186,100369,126999
27020,Adam,8,5668,2148,4962
1026,Devona's Chestguard,14,7786,5284,7794
72163,Recipe: Svaard's Breastplate,1,1871,127,1800
24639,Superior Sigil of Paralyzation,5,61510,47851,62547
76290,Recipe: Svaard's Wristguards,1,6584,711,5999
24554,Superior Sigil of Air,9,1971,1550,1974
96542,Spindrift Dagger,1,4392,2338,4263
44990,Razah's Nightmare,1,529990,450037,536638
100090,Relic of the Dragonhunter,2,118977,95001,117082
9569,18 Slot Invisible Bag,7,26834,19835,26839
101995,Berserker's Serpent's Wrath Scepter,1,13979,5719,12675
49434,+11 Agony Infusion,1,220990,180218,219865
27020,Adam,4,5669,2148,4962
100173,Viper's Abomination Pistol,3,69999,44775,71281
49435,+12 Agony Infusion,1,484700,373785,459880
24648,Superior Sigil of Grawl Slaying,6,576,336,736
86378,Corsair Sharpening Stone,862,105,,105
96384,Saltspray Mace,28,3275,2112,2793
72655,Opulent Defender,1,7375,2938,7570
44975,Shiverstone,3,5999,2773,3267
27485,Deathwish,38,4090,2345,4099
97270,Saltspray Axe,6,4342,2532,4347
96955,Saltspray Greatsword,10,5398,3168,5386
97041,Jade Bot Core: Tier 2,8,51145,31036,39999
96290,Spindrift Greatsword,14,5021,3260,5233
24820,Major Rune of the Warrior,1,536,205,587
26395,Anura,3,3068,2149,3225
24639,Superior Sigil of Paralyzation,7,61694,47851,62547
27020,Adam,21,4993,2148,4962
102023,Berserker's Serpent's Wrath Torch,2,7948,2974,8491
24314,Molten Core,20,50,,50
44969,Lord Taeres's Shadow,1,49896,35376,49999
100173,Viper's Abomination Pistol,3,69996,44775,71281
79638,Jailbroken,3,7716,4042,7741
26395,Anura,16,3067,2149,3225
44969,Lord Taeres's Shadow,6,49895,35376,49999
36053,Superior Sigil of the Night,2,6990,5001,7490
97339,Jade Bot Core: Tier 1,15,16287,8398,11996
95582,Scavenger Protocol: Might Trophies,7,84977,66593,84081
96467,Jade Bot Core: Tier 6,13,148999,119596,148999
27020,Adam,11,4990,2148,4962
95710,Saltspray Dagger,8,3960,2530,4042
95997,Final Verdict,2,4774,1986,4672
1333,Devona's Gauntlets,14,8609,4386,8000
27798,Trosa's Short Bow,1,3175,2131,2610
27798,Trosa's Short Bow,10,3169,2131,2610
2693,Zhed's Mantle,2,14800,10127,16760
2387,Zhed's Mask,1,9786,6070,9993
96542,Spindrift Dagger,1,4395,2338,4263
87029,Avocado Smoothie,4,1518,820,936
2539,Zhed's Leggings,50,13735,10015,17303
100429,Relic of Mercy,1,136994,91441,147894
646,Nika's Pauldrons,12,11964,12001,17489
75915,Recipe: Svaard's Visor,4,3206,32,3990
71254,Recipe: Svaard's Pauldrons,7,1684,105,1685
43319,Piece of Zhaitaffy,11,97,70,96
24692,Major Rune of the Traveler,1,521,311,404
96048,Haetae,8,3577,1857,3366
96871,Skiff Supercharger 1,2,116890,21124,60791
2387,Zhed's Mask,17,9790,6070,9993
96542,Spindrift Dagger,1,4398,2338,4263
27336,Khrysaor, the Golden Sword,11,4707,2726,4875
27336,Khrysaor, the Golden Sword,8,5847,2726,4875
44960,Bonetti's Rapier,2,72187,42302,58704
125,Nika's Coat,3,14189,10028,15447
24560,Superior Sigil of Earth,14,1925,1501,1922
27485,Deathwish,1,4087,2345,4099
208,Nika's Boots,15,12935,11814,18900
24575,Superior Sigil of Bloodlust,184,1742,1278,1689
96508,Obliterator,10,5412,2104,4255
72339,Superior Sigil of Concentration,237,1524,540,556
104351,Sinister Scavenged Obsidian Spear,19,4672,2055,4682
72832,Recipe: Svaard's Visage,1,6291,890,6291
101968,Berserker's Serpent's Wrath Rifle,4,9999,5714,10509
24765,Superior Rune of Balthazar,222,1087,464,900
102024,Berserker's Serpent's Wrath Sword,8,39997,31284,46963
714,Nika's Gloves,9,10596,9141,15895
24578,Superior Sigil of Corruption,40,488,395,539
97561,Saltspray Scepter,1,3110,1827,2643
47092,Rivetwall,8,2898,2356,2667
44960,Bonetti's Rapier,6,72184,42302,58704
100476,Viper's Abomination Dagger,10,67697,51303,71498
9287,Bag of Filched Goods,20,273,209,266
102003,Berserker's Serpent's Wrath Longbow,2,12365,6033,12343
28262,Éibhear Dunn,2,3763,1738,3494
1218,Berserker's Sneakthief Leggings of Infiltration,1,7490,6819,8798
101997,Berserker's Serpent's Wrath Greatsword,5,27086,17376,26825
101981,Berserker's Serpent's Wrath Shield,1,9285,3133,8644
102014,Berserker's Serpent's Wrath Staff,5,12499,6576,13788
24554,Superior Sigil of Air,76,1969,1550,1974
9438,Quality Sharpening Stone,5,1037,451,898
70880,Recipe: Svaard's Blade,4,2278,114,2276
95864,Jade Bot Core: Tier 5,4,139887,82571,130000
75148,Recipe: Svaard's Breeches,1,3987,192,3989
208,Nika's Boots,11,12934,11814,18900
95582,Scavenger Protocol: Might Trophies,3,86076,66593,84081
75915,Recipe: Svaard's Visor,4,3205,32,3990
79638,Jailbroken,4,7552,4042,7741
96628,Jade Bot Core: Tier 4,3,109895,65058,90000
102039,Berserker's Serpent's Wrath Focus,3,14460,8047,14379
100173,Viper's Abomination Pistol,4,69798,44775,71281
9335,Small Thorned Bag,3,223,181,185
28430,Peasant's Solution,6,4898,3081,4500
646,Nika's Pauldrons,8,11962,12001,17489
576,Zhed's Boots,7,16746,13491,19999
44960,Bonetti's Rapier,3,72183,42302,58704
2387,Zhed's Mask,7,9888,6070,9993
125,Nika's Coat,2,13908,10028,15447
96668,Leopard Fang,4,5497,3101,4998
67183,Ogre Sharpening Stone,86,1892,1575,2088
208,Nika's Boots,7,12933,11814,18900
100054,Viper's Abomination Torch,1,71581,50252,71108
24624,Superior Sigil of Smoldering,4,2949,2349,2928
86997,Plate of Beef Rendang,1,1500,1672,2429
569,Berserker's Seer Boots of the Citadel,1,7564,6205,8572
100916,Relic of the Thief,2,138596,121281,140988
97270,Saltspray Axe,1,4348,2532,4347
76179,Freshwater Pearl,15,7290,6178,7278
28430,Peasant's Solution,2,4899,3081,4500
44976,Impaler,27,10298,6610,10089
100121,Viper's Abomination Greatsword,8,6532,3219,5182
97481,Unity,4,5476,2217,5438
101968,Berserker's Serpent's Wrath Rifle,1,10693,5714,10509
9586,18 Slot Mithril Box,40,25723,20018,25616
97020,Jade Bot Core: Tier 7,2,198499,147184,198499
76509,Recipe: Svaard's Footwear,2,5074,57,4995
44977,Cobalt,7,5418,3435,5784
102014,Berserker's Serpent's Wrath Staff,2,11927,6576,13788
67531,Bountiful Sharpening Stone,58,2988,2095,2903
44975,Shiverstone,9,5059,2773,3267
44975,Shiverstone,1,5264,2773,3267
96668,Leopard Fang,33,5388,3101,4998
24317,Glacial Fragment,39,5915,5145,5146
24581,Major Sigil of Life,1,450,151,315
48717,Aetherkey Piece,5,5,1,2
24316,Glacial Sliver,40,787,644,1022
97781,Saltspray Staff,5,3189,2258,3157
24659,Major Sigil of Serpent Slaying,1,454,167,397
100551,Viper's Abomination Sword,4,35998,17606,29581
96542,Spindrift Dagger,4,4504,2338,4263
24612,Superior Sigil of Agony,23,1999,1240,1889
9438,Quality Sharpening Stone,78,932,451,898
100476,Viper's Abomination Dagger,2,67998,51303,71498
96760,Spindrift Hammer,1,3865,2546,3853
100674,Berserker's Shattered Rifle,2,6694,2976,6816
79638,Jailbroken,4,7151,4042,7741
24575,Superior Sigil of Bloodlust,38,1740,1278,1689
1026,Devona's Chestguard,10,7804,5284,7794
24793,Major Rune of Svanir,1,590,294,369
24624,Superior Sigil of Smoldering,36,2954,2349,2928
97288,Spindrift Shield,14,3982,2009,3294
97288,Spindrift Shield,5,3984,2009,3294
97288,Spindrift Shield,13,3985,2009,3294
72339,Superior Sigil of Concentration,3,1521,540,556
100494,Viper's Abomination Axe,4,29994,13941,22554
86997,Plate of Beef Rendang,1,1987,1672,2429
44975,Shiverstone,4,5058,2773,3267
24732,Superior Rune of Divinity,38,5803,4014,4925
24548,Superior Sigil of Fire,24,1268,949,1392
100054,Viper's Abomination Torch,5,69999,50252,71108
101997,Berserker's Serpent's Wrath Greatsword,7,22021,17376,26825
20388,Adobe Dye,1,68,46,68
1333,Devona's Gauntlets,9,8600,4386,8000
24612,Superior Sigil of Agony,60,1998,1240,1889
44960,Bonetti's Rapier,5,72186,42302,58704
24703,Superior Rune of Infiltration,10,8837,6721,9899
2387,Zhed's Mask,1,10769,6070,9993
102050,Berserker's Serpent's Wrath Axe,2,43067,33194,48567
100947,Relic of Fireworks,1,133989,111006,130000
100868,Viper's Abomination Focus,5,9997,4058,10031
97339,Jade Bot Core: Tier 1,14,16491,8398,11996
96542,Spindrift Dagger,2,4101,2338,4263
97434,Spindrift Staff,4,4804,2415,4687
66539,Bowl of Prickly Pear Sorbet,1,31248,22302,25000
67368,Sharpening Skull,244,658,392,575
9275,Medium Ritual Bag,2,436,229,400
19732,Hardened Leather Section,250,215,202,228
19725,Ancient Wood Log,250,205,146,184
24341,Large Bone,250,106,66,68
97102,Chunk of Pure Jade,173,312,,302
73248,Stabilizing Matrix,57,3701,2867,3600
24695,Major Rune of the Flock,1,410,236,492
24305,Charged Lodestone,5,6388,6703,6704
9438,Quality Sharpening Stone,14,729,451,898
43319,Piece of Zhaitaffy,750,93,70,96
100092,Viper's Abomination Short Bow,1,32784,20960,30841
24313,Molten Shard,16,1289,848,1263
24315,Molten Lodestone,52,3054,2879,3392
101968,Berserker's Serpent's Wrath Rifle,2,10696,5714,10509
24340,Corrupted Lodestone,5,10977,9410,9997
24325,Destroyer Lodestone,2,12984,11311,11312
103279,Charged Titan Ore,54,417,395,416
24299,Intricate Totem,250,77,67,68
24294,Vial of Potent Blood,250,164,111,112
102503,Lowland Pine Log,42,433,244,267
24356,Large Fang,250,91,64,65
24320,Glacial Lodestone,5,2961,2911,3594
12147,Mushroom,469,319,208,229
102558,Honey Flower,51,688,532,617
24310,Onyx Lodestone,4,6487,6768,7217
100494,Viper's Abomination Axe,1,29998,13941,22554
24282,Potent Venom Sac,250,83,66,68
24350,Large Claw,250,85,68,69
84,Zhed's Coat,2,12474,11106,15444
2387,Zhed's Mask,1,12495,6070,9993
100173,Viper's Abomination Pistol,1,69896,44775,71281
24598,Major Sigil of Leeching,1,494,162,520
24605,Superior Sigil of Geomancy,22,496,390,547
36053,Superior Sigil of the Night,15,7498,5001,7490
84,Zhed's Coat,7,12480,11106,15444
87076,Bowl of Poultry Satay,1,15449,14017,14018
95997,Final Verdict,9,5064,1986,4672
24723,Superior Rune of the Eagle,102,2506,1658,2469
100092,Viper's Abomination Short Bow,1,32790,20960,30841
28430,Peasant's Solution,6,4577,3081,4500
44960,Bonetti's Rapier,5,72185,42302,58704
96760,Spindrift Hammer,1,3869,2546,3853
99965,Relic of the Flock,1,142994,113463,149691
100428,Viper's Abomination Rifle,2,6092,2678,6068
48735,Xanthium of Dreams,2,52082,30818,42500
96113,Saltspray Hammer,1,3456,1641,2999
94413,Giver's Candy Cane Rifle of Concentration,16,7551,1804,2220
100219,Relic of the Herald,2,119996,80000,119499
96179,Spindrift Rifle,1,3897,2181,3491
24560,Superior Sigil of Earth,27,1949,1501,1922
71425,Superior Rune of the Berserker,4,47238,35115,44504
79638,Jailbroken,2,6397,4042,7741
9371,Medium Moldy Bag,7,335,246,343
571,Berserker's Seer Boots of the Dolyak,26,2841,2033,2830
28591,Rhongomyniad,4,9999,5965,9062
24554,Superior Sigil of Air,14,1959,1550,1974
100148,Relic of Speed,2,135995,110083,145999
44975,Shiverstone,2,5260,2773,3267
44989,Song of the Temptress,1,3561,2287,3196
96284,Saltspray Sword,1,4399,3175,4502
80978,Bloody Red Dye,2,11498,8560,10959
44956,Superior Rune of Tormenting,6,54991,42755,54842
75709,Recipe: Svaard's Warfists,1,5776,114,5773
2387,Zhed's Mask,1,15317,6070,9993
84,Zhed's Coat,1,12479,11106,15444
9569,18 Slot Invisible Bag,2,26841,19835,26839
24639,Superior Sigil of Paralyzation,2,63854,47851,62547
94411,Giver's Candy Cane Shield of Concentration,17,8899,2010,2199
24839,Superior Rune of the Water,3,58059,46054,55684
24609,Superior Sigil of Doom,1,41916,37218,47215
97742,Saltspray Rifle,1,2993,1978,2945
44950,Superior Sigil of Malice,3,59491,43249,55345
47096,Crystalline Blade,11,4160,2472,4659
2387,Zhed's Mask,1,14917,6070,9993
2538,Berserker's Seer Pants of the Traveler,16,3056,2149,2799
86997,Plate of Beef Rendang,1,1810,1672,2429
2387,Zhed's Mask,41,14025,6070,9993
74947,Heavy Goo-Covered Bag,1,440,240,422
96255,Saltspray Short Bow,1,3114,2190,2658
44975,Shiverstone,21,5262,2773,3267
47757,Dire Aureate Dirk of Air,1,1900,1524,1710
72832,Recipe: Svaard's Visage,2,6295,890,6291
96668,Leopard Fang,16,5384,3101,4998
96542,Spindrift Dagger,22,4503,2338,4263
96542,Spindrift Dagger,3,4502,2338,4263
100330,Berserker's Shattered Staff,5,9979,5055,8789
97284,Jade Bot Core: Tier 3,4,89997,55131,79999
576,Zhed's Boots,1,21195,13491,19999
2693,Zhed's Mantle,35,16765,10127,16760
96542,Spindrift Dagger,6,4501,2338,4263
28430,Peasant's Solution,10,5083,3081,4500
97270,Saltspray Axe,13,5085,2532,4347
97434,Spindrift Staff,8,4908,2415,4687
72463,Recipe: Svaard's Harpoon Gun,5,655,75,651
97535,Scavenger Protocol: Magic Trophies,20,91077,72424,91251
97339,Jade Bot Core: Tier 1,13,16496,8398,11996
27338,Dhuumseal,3,5796,2425,4698
27338,Dhuumseal,2,5837,2425,4698
36053,Superior Sigil of the Night,7,7577,5001,7490
96760,Spindrift Hammer,15,3872,2546,3853
44976,Impaler,11,10498,6610,10089
2070,Berserker's Seer Gloves of Vampirism,6,2860,2154,2980
9326,Bag of Testing Materials,5,235,79,85
76635,Recipe: Svaard's Razor,2,1795,92,1787
79638,Jailbroken,3,6327,4042,7741
74826,Recipe: Svaard's Flanged Mace,1,838,104,837
72163,Recipe: Svaard's Breastplate,1,1872,127,1800
24612,Superior Sigil of Agony,16,2082,1240,1889
102003,Berserker's Serpent's Wrath Longbow,6,12047,6033,12343
26544,Guardian of the Six,1,3331,2170,2624
24612,Superior Sigil of Agony,12,2081,1240,1889
20549,Swamp Grass Dye,1,96,52,80
71641,Pile of Coarse Sand,1,65,53,67
20503,Far Mountain Dye,1,81,34,77
49434,+11 Agony Infusion,1,220883,180218,219865
96542,Spindrift Dagger,1,4500,2338,4263
76509,Recipe: Svaard's Footwear,1,5076,57,4995
75709,Recipe: Svaard's Warfists,1,5778,114,5773
75148,Recipe: Svaard's Breeches,6,3988,192,3989
72832,Recipe: Svaard's Visage,1,6292,890,6291
89419,Giver's Candy Cane Pistol of Concentration,3,6990,1909,2300
96284,Saltspray Sword,12,5411,3175,4502
97112,Spindrift Sword,7,5194,2777,5096
28430,Peasant's Solution,2,5081,3081,4500
97339,Jade Bot Core: Tier 1,4,16495,8398,11996
24554,Superior Sigil of Air,19,1978,1550,1974
49432,+9 Agony Infusion,6,52760,43209,50733
24578,Superior Sigil of Corruption,9,536,395,539
67375,Polyluminescent Undulating Refractor (Black),1,18991,11841,16593
97339,Jade Bot Core: Tier 1,25,16498,8398,11996
125,Nika's Coat,5,15871,10028,15447
714,Nika's Gloves,3,13545,9141,15895
24624,Superior Sigil of Smoldering,20,2950,2349,2928
49431,+8 Agony Infusion,1,28465,21724,27200
47096,Crystalline Blade,3,3997,2472,4659
96955,Saltspray Greatsword,2,5663,3168,5386
100674,Berserker's Shattered Rifle,2,6997,2976,6816
26395,Anura,1,4165,2149,3225
24612,Superior Sigil of Agony,2,2084,1240,1889
87029,Avocado Smoothie,1,1271,820,936
100916,Relic of the Thief,2,139995,121281,140988
97270,Saltspray Axe,2,5086,2532,4347
91,Carrion Seer Coat of the Afflicted,11,3004,2386,2790
36053,Superior Sigil of the Night,10,7032,5001,7490
36053,Superior Sigil of the Night,30,7033,5001,7490
100674,Berserker's Shattered Rifle,5,6989,2976,6816
48735,Xanthium of Dreams,1,51970,30818,42500
80,Nika's Mask,23,12682,9353,15776
28258,Berserker's Soft Wood Longbow of Purity,1,7252,2328,7257
96284,Saltspray Sword,4,5403,3175,4502
28262,Éibhear Dunn,3,4184,1738,3494
28262,Éibhear Dunn,20,3638,1738,3494
72463,Recipe: Svaard's Harpoon Gun,1,656,75,651
26395,Anura,2,3894,2149,3225
100659,Relic of the Water,1,155803,101015,149999
1026,Devona's Chestguard,22,7792,5284,7794
89398,Giver's Candy Cane Sword of Concentration,6,7929,1914,2389
28262,Éibhear Dunn,19,3633,1738,3494
12163,Head of Garlic,2,299,177,183
79638,Jailbroken,12,6324,4042,7741
26559,Rampager's Iron Shield of Serpent Slaying,1,2893,2100,2695
86997,Plate of Beef Rendang,1,1892,1672,2429
94411,Giver's Candy Cane Shield of Concentration,3,8898,2010,2199
24532,Crest of the Rabid,2,1266,1144,1145
100173,Viper's Abomination Pistol,5,77792,44775,71281
96051,Saltspray's Voice,1,4787,2806,4275
96871,Skiff Supercharger 1,1,111498,21124,60791
1188,Nika's Leggings,5,14435,10930,17558
96955,Saltspray Greatsword,2,5494,3168,5386
100368,Relic of the Scourge,1,123465,89971,119899
87029,Avocado Smoothie,1,1390,820,936
100368,Relic of the Scourge,1,123464,89971,119899
43319,Piece of Zhaitaffy,106,96,70,96
102003,Berserker's Serpent's Wrath Longbow,1,12037,6033,12343
24865,Superior Sigil of Celerity,1,54497,41600,58379
97535,Scavenger Protocol: Magic Trophies,1,90969,72424,91251
70772,Recipe: Svaard's Masque,4,3192,24,3191
36053,Superior Sigil of the Night,19,6899,5001,7490
66933,Foxfire Cluster,217,247,222,280
76968,Recipe: Svaard's Tassets,2,2416,100,2417
89419,Giver's Candy Cane Pistol of Concentration,5,6989,1909,2300
44977,Cobalt,11,5799,3435,5784
44976,Impaler,33,10655,6610,10089
72832,Recipe: Svaard's Visage,3,6293,890,6291
73586,Recipe: Svaard's Guise,3,3481,495,2407
47096,Crystalline Blade,10,4059,2472,4659
24612,Superior Sigil of Agony,40,2088,1240,1889
100916,Relic of the Thief,2,139582,121281,140988
2387,Zhed's Mask,28,10199,6070,9993
24703,Superior Rune of Infiltration,76,9016,6721,9899
576,Zhed's Boots,20,20069,13491,19999
96668,Leopard Fang,12,5062,3101,4998
72339,Superior Sigil of Concentration,165,1530,540,556
104787,Lightborne Sword,2,189995,136749,195000
2021,Berserker's Seer Gloves of the Centaur,3,4437,1908,4233
48735,Xanthium of Dreams,2,49668,30818,42500
20323,Unidentified Dye,1,520,401,479
24711,Superior Rune of Vampirism,35,899,592,895
87029,Avocado Smoothie,52,1195,820,936
96284,Saltspray Sword,3,5401,3175,4502
97339,Jade Bot Core: Tier 1,3,18695,8398,11996
44990,Razah's Nightmare,1,528098,450037,536638
26395,Anura,19,3524,2149,3225
26395,Anura,10,3628,2149,3225
26395,Anura,2,3736,2149,3225
50082,Powerful Potion of Slaying Scarlet's Armies,39,353,247,344
36053,Superior Sigil of the Night,5,6789,5001,7490
571,Berserker's Seer Boots of the Dolyak,2,2866,2033,2830
24723,Superior Rune of the Eagle,53,2293,1658,2469
100450,Relic of the Chronomancer,1,119995,89999,118593
24575,Superior Sigil of Bloodlust,23,1741,1278,1689
24532,Crest of the Rabid,1,1210,1144,1145
2539,Zhed's Leggings,9,14491,10015,17303
80,Nika's Mask,9,12675,9353,15776
1858,Devona's Legplates,5,8258,6156,9391
100868,Viper's Abomination Focus,3,10340,4058,10031
44960,Bonetti's Rapier,1,72492,42302,58704
9571,20 Slot Gossamer Bag,2,126360,103007,120997
24639,Superior Sigil of Paralyzation,1,66777,47851,62547
75709,Recipe: Svaard's Warfists,6,5779,114,5773
75915,Recipe: Svaard's Visor,5,3206,32,3990
96955,Saltspray Greatsword,2,5986,3168,5386
96955,Saltspray Greatsword,41,5987,3168,5386
24583,Superior Sigil of Demons,35,1146,608,1140
2387,Zhed's Mask,35,10405,6070,9993
24731,Major Rune of Divinity,1,487,327,503
72655,Opulent Defender,4,7376,2938,7570
82,Berserker's Seer Coat of the Afflicted,14,2966,1868,2857
71179,Recipe: Svaard's Warhammer,23,887,48,890
91796,Cultivated Clove,14,3270,2800,2884
73349,Recipe: Svaard's Greaves,5,2986,752,2986
75148,Recipe: Svaard's Breeches,1,3989,192,3989
96299,Jade Bot Core: Tier 8,11,249997,184478,250000
97535,Scavenger Protocol: Magic Trophies,5,89952,72424,91251
26380,Hypnotic Scepter,4,3088,2211,2945
80,Nika's Mask,14,12169,9353,15776
72163,Recipe: Svaard's Breastplate,5,1873,127,1800
251,Vatlaaw's Coat,1,4404,3816,4142
47096,Crystalline Blade,33,4162,2472,4659
2027,Zhed's Gloves,24,11088,8207,12500
24658,Superior Sigil of Serpent Slaying,25,373,329,462
75915,Recipe: Svaard's Visor,1,3205,32,3990
1188,Nika's Leggings,16,12937,10930,17558
47099,The Hunt,1,3875,1697,3147
97284,Jade Bot Core: Tier 3,21,71247,55131,79999
1026,Devona's Chestguard,16,5353,5284,7794
25971,Maw of the Damned,1,34995,29947,38097
2693,Zhed's Mantle,13,14998,10127,16760
44984,Crustacea,1,999998,773102,989799
77040,Recipe: Svaard's Striders,5,2394,204,2387
100868,Viper's Abomination Focus,2,10347,4058,10031
27634,The Punisher,1,3035,2226,2644
2387,Zhed's Mask,16,9000,6070,9993
50082,Powerful Potion of Slaying Scarlet's Armies,163,325,247,344
84,Zhed's Coat,13,10779,11106,15444
2027,Zhed's Gloves,7,10276,8207,12500
96668,Leopard Fang,10,5057,3101,4998
1858,Devona's Legplates,14,7936,6156,9391
24578,Superior Sigil of Corruption,4,536,395,539
2046,Norgu's Gloves,1,2765,1963,3618
96477,Mount Energy Booster 1,2,4499,2853,4346
24635,Major Sigil of Debility,2,472,236,475
44969,Lord Taeres's Shadow,1,50056,35376,49999
27328,Ebonblade,7,6525,4554,6793
97572,Rescue Protocol Recharge 1,1,56199,32202,44247
76100,Superior Rune of the Herald,1,38845,28567,38298
76100,Superior Rune of the Herald,1,38847,28567,38298
1026,Devona's Chestguard,6,4949,5284,7794
2128,Devona's Pauldrons,11,7539,5790,8825
2556,Khilbron's Leggings,1,4133,2979,4840
100428,Viper's Abomination Rifle,5,6091,2678,6068
27328,Ebonblade,1,6528,4554,6793
100281,Viper's Abomination Shield,5,6017,3330,5396
123,Zho's Mask,1,2991,1908,2406
100054,Viper's Abomination Torch,1,74064,50252,71108
27328,Ebonblade,11,6527,4554,6793
1858,Devona's Legplates,17,6451,6156,9391
24554,Superior Sigil of Air,33,1966,1550,1974
72163,Recipe: Svaard's Breastplate,1,1872,127,1800
76968,Recipe: Svaard's Tassets,1,2415,100,2417
24865,Superior Sigil of Celerity,5,58892,41600,58379
24729,Superior Rune of Hoelbrak,3,3650,2401,2700
87029,Avocado Smoothie,37,1390,820,936
2027,Zhed's Gloves,6,10869,8207,12500
26380,Hypnotic Scepter,1,2985,2211,2945
44977,Cobalt,8,5483,3435,5784
834,Sheena's Greaves,1,2583,2046,2831
66538,Prickly Pear Pie,1,288,200,269
100584,Viper's Abomination Hammer,2,5793,3363,5582
72655,Opulent Defender,4,7374,2938,7570
100428,Viper's Abomination Rifle,1,6089,2678,6068
89419,Giver's Candy Cane Pistol of Concentration,3,6990,1909,2300
24729,Superior Rune of Hoelbrak,3,3295,2401,2700
100584,Viper's Abomination Hammer,1,5792,3363,5582
67386,Unopened Endless Bottle of Batwing Brew,1,1282,599,1441
95904,Treasure Hunter Protocol 1,3,54489,30051,40375
27336,Khrysaor, the Golden Sword,2,6867,2726,4875
97284,Jade Bot Core: Tier 3,1,71245,55131,79999
1858,Devona's Legplates,2,6449,6156,9391
48735,Xanthium of Dreams,2,48672,30818,42500
27338,Dhuumseal,3,5094,2425,4698
100868,Viper's Abomination Focus,3,10351,4058,10031
2021,Berserker's Seer Gloves of the Centaur,4,4442,1908,4233
44969,Lord Taeres's Shadow,2,49999,35376,49999
1188,Nika's Leggings,15,11257,10930,17558
1188,Nika's Leggings,1,11254,10930,17558
101996,Berserker's Serpent's Wrath Spear,5,47484,32702,51547
80,Nika's Mask,3,12096,9353,15776
27020,Adam,1,4085,2148,4962
101973,Berserker's Serpent's Wrath Dagger,1,29969,23233,36819
94411,Giver's Candy Cane Shield of Concentration,8,8799,2010,2199
24318,Glacial Shard,1,19948,15610,16007
87076,Bowl of Poultry Satay,1,21395,14017,14018
100281,Viper's Abomination Shield,7,6015,3330,5396
36053,Superior Sigil of the Night,1,6498,5001,7490
80,Nika's Mask,4,12093,9353,15776
27485,Deathwish,1,4863,2345,4099
